00:00;30,25;1390;39;3477
00:00;30;1410;41;3231
00:00;30,5;1440;44;3121
00:00;30,5;1460;46;3158
00:01;30,5;1490;49;3356
00:01;30;1510;51;3133
00:01;30,25;1540;54;3123
00:01;30,5;1560;56;3129
00:02;30,25;1590;59;3121
00:02;30;1590;59;3506
00:02;30,5;1560;56;3171
00:02;30,25;1540;54;3193
00:03;30,5;1510;51;3342
00:03;30,5;1490;49;3626
00:03;30,25;1460;46;3164
00:03;30,25;1440;44;3163
00:04;30,25;1410;41;3227
00:04;30,25;1390;39;3389
00:04;30,25;1360;36;3520
00:04;30,5;1340;34;3123
00:05;30;1310;31;3235
00:05;30;1290;29;3264
00:05;30,5;1260;26;3805
00:05;30,75;1240;24;3802
00:06;30;1210;21;3154
00:06;30;1190;19;3215
00:06;30,5;1160;16;3617
00:06;30,5;1140;14;3865
00:07;30,5;1170;17;3136
00:07;30,25;1190;19;3324
00:07;30;1220;22;3141
00:07;30;1250;25;3141
00:08;30,25;1270;27;3369
00:08;30,25;1300;30;3125
00:08;30,5;1320;32;3199
00:08;30,5;1350;35;3093
00:09;30,5;1370;37;3135
00:09;30,25;1400;40;3109
00:09;30;1420;42;3133
00:09;30,5;1450;45;3097
00:10;30,5;1470;47;3352
00:10;30,25;1500;50;3120
00:10;30,5;1520;52;3117
00:10;30,5;1550;55;3099
00:11;30,25;1570;57;3118
00:11;30,5;1600;60;3155
00:11;30,5;1580;58;3196
00:11;30;1550;55;3667
00:12;30,5;1530;53;3413
00:12;30;1500;50;3188
00:12;30,5;1480;48;3195
00:12;30,5;1450;45;3472
00:13;30,5;1430;43;3216
00:13;30,25;1400;40;3167
00:13;30;1380;38;3173
00:13;30,25;1350;35;3255
00:14;30,5;1330;33;3545
00:14;30,25;1300;30;3249
00:14;30,25;1280;28;3264
00:14;30;1250;25;3215
00:15;30,5;1230;23;3283
00:15;30,25;1200;20;3774
00:15;30,75;1180;18;3664
00:15;30,5;1150;15;3211
00:16;30,75;1150;15;3143
00:16;30,5;1180;18;3184
00:16;30,75;1200;20;3153
00:16;30,75;1230;23;3147
00:17;30,75;1250;25;3312
00:17;30,5;1280;28;3131
00:17;30,75;1300;30;3138
00:17;30,5;1330;33;3460
00:18;30;1350;35;3120
00:18;30,75;1380;38;3159
00:18;30,25;1400;40;3159
00:18;30,25;1430;43;3147
00:19;29,75;1450;45;3321
00:19;30,75;1480;48;3152
00:19;30,25;1500;50;3125
00:19;30,5;1530;53;3334
00:20;30,75;1560;56;3120
00:20;30,75;1580;58;3119
00:20;30,75;1590;59;3141
00:20;30,75;1570;57;3143
00:21;30,5;1540;54;3269
00:21;30,75;1520;52;3175
00:21;30,25;1490;49;3379
00:21;30,75;1470;47;3597
00:22;30,75;1440;44;3411
00:22;30,75;1420;42;3194
00:22;30,5;1390;39;3095
00:22;30,25;1370;37;3689
00:23;30,25;1340;34;3750
00:23;30,75;1320;32;3188
00:23;30,75;1290;29;3217
00:23;31;1270;27;3454
00:24;30,75;1240;24;3899
00:24;31;1220;22;3229
00:24;31;1190;19;3225
00:24;30,75;1170;17;3271
00:25;30,75;1140;14;3375
00:25;30,75;1170;17;3148
00:25;30,75;1190;19;3149
00:26;30,75;1220;22;3136
00:26;31;1240;24;3155
00:26;30,75;1270;27;3120
00:26;30,5;1290;29;3173
00:27;31;1320;32;3081
00:27;30,5;1340;34;3118
00:27;30,75;1370;37;3091
00:27;31;1390;39;3119
00:28;30,5;1420;42;3129
00:28;30,75;1440;44;3131
00:28;31;1470;47;3106
00:28;31;1490;49;3118
00:29;31;1520;52;3125
00:29;31,25;1540;54;3213
00:29;31;1570;57;3132
00:29;30,75;1590;59;3091
00:30;31;1580;58;3163
00:30;31;1560;56;3181
00:30;31;1530;53;3295
00:30;31;1510;51;3524
00:31;31;1480;48;3083
00:31;31;1460;46;3153
00:31;30,75;1430;43;3194
00:31;31;1410;41;3282
00:32;31;1380;38;3573
00:32;31,25;1360;36;3574
00:32;30,75;1330;33;3203
00:32;31;1310;31;3237
00:33;31;1280;28;3619
00:33;31;1260;26;3911
00:33;31;1230;23;3191
00:33;31;1210;21;3200
00:34;31;1180;18;3375
00:34;31,25;1160;16;3131
00:34;31,25;1150;15;3264
00:34;31,25;1170;17;3135
00:35;31,25;1200;20;3281
00:35;31,25;1220;22;3138
00:35;30,75;1250;25;3120
00:35;31;1270;27;3341
00:36;31,25;1300;30;3145
00:36;31,25;1320;32;3143
00:36;31;1350;35;3376
00:37;31,25;1370;37;3101
00:37;31,5;1400;40;3152
00:37;31,25;1420;42;3165
00:37;31,25;1450;45;3111
00:38;30,25;1480;48;3328
00:38;30,75;1500;50;3103
00:38;31;1530;53;3130
00:38;31,25;1550;55;3314
00:39;31,25;1580;58;3095
00:39;31,25;1600;60;3125
00:39;31,25;1570;57;3109
00:39;31,25;1550;55;3467
00:40;31,5;1520;52;3984
00:40;31;1500;50;3152
00:40;31,5;1470;47;3221
00:40;31,5;1450;45;3219
00:41;31;1420;42;3689
00:41;31,5;1400;40;3577
00:41;31;1370;37;3218
00:41;31,75;1350;35;3249
00:42;31,5;1320;32;3472
00:42;31,5;1300;30;3808
00:42;31,5;1270;27;3255
00:42;31,75;1250;25;3215
00:43;31,5;1220;22;3255
00:43;31,5;1200;20;3514
00:43;31,5;1170;17;3286
00:43;31,75;1150;15;3179
00:44;31,25;1160;16;3091
00:44;31,5;1180;18;3136
00:44;31;1210;21;3266
00:44;31;1230;23;3136
00:45;31,5;1260;26;3164
00:45;31,25;1280;28;3087
00:45;31,5;1310;31;3139
00:45;31,5;1330;33;3178
00:46;31,5;1360;36;3454
00:46;31,25;1380;38;3138
00:46;31,75;1410;41;3079
00:46;31,75;1430;43;3120
00:47;31,5;1460;46;3136
00:47;31,25;1480;48;3312
00:47;31,5;1510;51;3152
00:47;31,5;1530;53;3098
00:48;31,75;1560;56;3327
00:48;31,25;1580;58;3120
00:48;31,25;1590;59;3328
00:48;31,5;1570;57;3583
00:49;31,25;1540;54;3045
00:49;31,75;1520;52;3177
00:49;31,5;1490;49;3232
00:49;31,75;1470;47;3313
00:50;31,75;1440;44;3630
00:50;31,5;1420;42;3433
00:50;31,5;1390;39;0
00:51;31,25;1360;36;0
00:51;31,75;1340;34;0
00:51;31,25;1310;31;0
00:51;31,75;1290;29;0
00:52;31,75;1260;26;0
00:52;32;1240;24;0
00:52;31,5;1210;21;0
00:52;31,75;1190;19;0
00:53;31,75;1160;16;0
00:53;31,5;1140;14;0
00:53;31,75;1170;17;0
00:53;31,75;1190;19;0
00:54;31,75;1220;22;0
00:54;31,75;1240;24;0
00:54;31,75;1270;27;0
00:54;32;1290;29;0
00:55;32;1320;32;0
00:55;31,5;1340;34;0
00:55;32;1370;37;0
00:55;31,75;1390;39;0
00:56;32;1420;42;0
00:56;32,25;1440;44;0
00:56;32;1470;47;0
00:56;31,5;1490;49;0
00:57;32,25;1520;52;0
00:57;31,5;1540;54;0
00:57;31,75;1570;57;0
00:57;31,75;1590;59;0
00:58;31,5;1580;58;0
00:58;31,75;1560;56;0
00:58;32;1530;53;0
00:58;32;1510;51;0
00:59;31,75;1480;48;0
00:59;32;1460;46;0
00:59;31,75;1430;43;0
00:59;32;1410;41;0
01:00;32;1380;38;0
01:00;32;1360;36;0
01:00;32,5;1330;33;0
01:00;32;1310;31;0
01:01;32,25;1280;28;0
01:01;31,75;1260;26;0
01:01;31,75;1230;23;0
01:01;32,25;1210;21;0
01:02;32,25;1180;18;0
01:02;32;1160;16;0
01:02;31,75;1150;15;0
01:02;32,25;1170;17;0
01:03;31,25;1200;20;0
01:03;32;1230;23;0
01:03;32;1250;25;0
01:03;32,5;1280;28;0
01:04;32;1300;30;0
01:04;32,25;1330;33;3411
01:04;32;1350;35;3179
01:04;32;1380;38;3181
01:05;32;1400;40;3211
01:05;31,75;1430;43;3101
01:05;32,25;1450;45;3274
01:05;32;1480;48;3088
01:06;32,25;1500;50;3136
01:06;32;1530;53;3241
01:06;32,25;1550;55;3121
01:06;32,25;1580;58;3116
01:07;31,75;1600;60;3151
01:07;32,25;1570;57;3293
01:07;32;1550;55;3178
01:07;32,5;1520;52;3184
01:08;32,5;1500;50;3191
01:08;32;1470;47;3659
01:08;32,25;1450;45;3694
01:08;32;1420;42;3219
01:09;32;1400;40;3233
01:09;32,5;1370;37;3414
01:09;32,25;1350;35;3653
01:09;32,5;1320;32;3243
01:10;32,5;1300;30;3216
01:10;32,5;1270;27;3143
01:10;32,5;1250;25;3550
01:10;32;1220;22;3398
01:11;32,75;1200;20;3246
01:11;32,5;1170;17;3218
01:11;32,5;1150;15;3302
01:11;32,75;1160;16;3152
01:12;32,25;1180;18;3344
01:12;32,25;1210;21;3147
01:12;32,5;1230;23;3142
01:12;32,75;1260;26;3446
01:13;32,25;1280;28;3149
01:13;32,5;1310;31;3121
01:13;32,5;1330;33;3135
01:13;32,25;1360;36;3127
01:14;32;1380;38;3377
01:14;32,25;1410;41;3162
01:14;32,5;1430;43;3117
01:14;32,5;1460;46;3305
01:15;32,5;1480;48;3107
01:15;32,5;1510;51;3137
01:15;32,25;1540;54;3142
01:16;32,5;1570;57;3136
01:16;32,5;1600;60;3127
01:16;32,25;1580;58;3472
01:16;32,5;1550;55;3923
01:17;32,75;1530;53;3184
01:17;32,75;1500;50;3212
01:17;32,5;1480;48;3217
01:17;32,75;1450;45;3605
01:18;32,75;1430;43;3600
01:18;32,75;1400;40;3398
01:18;32,75;1380;38;3226
01:18;32,25;1350;35;3150
01:19;32,75;1330;33;3781
01:19;32,75;1300;30;3314
01:19;32,5;1280;28;3206
01:19;33;1250;25;3251
01:20;32,75;1230;23;3344
01:20;32,5;1200;20;3674
01:20;32,75;1180;18;3281
01:20;32,25;1150;15;3233
01:21;32,75;1150;15;3133
01:21;32,75;1180;18;3335
01:21;32,75;1200;20;3140
01:21;32,75;1230;23;3150
01:22;32,25;1250;25;3248
01:22;32,5;1280;28;3129
01:22;32,25;1300;30;3199
01:22;32,5;1330;33;3391
01:23;32,75;1350;35;3133
01:23;33;1380;38;3169
01:23;33;1400;40;3149
01:23;32,75;1430;43;3169
01:24;33;1450;45;3312
01:24;33;1480;48;3168
01:24;33;1500;50;3115
01:24;32,5;1530;53;3343
01:25;33;1550;55;3137
01:25;32,5;1580;58;3123
01:25;32,5;1600;60;3141
01:25;33;1570;57;3193
01:26;33;1550;55;3147
01:26;33,25;1520;52;3204
01:26;33,25;1500;50;3248
01:26;32,75;1470;47;3566
01:27;33;1450;45;3455
01:27;32,75;1420;42;3211
01:27;33;1400;40;3233
01:27;33;1370;37;3563
01:28;33;1350;35;3775
01:28;32,5;1320;32;3085
01:28;33;1290;29;3190
01:28;33,25;1270;27;3254
01:29;33;1240;24;3489
01:29;32,75;1220;22;3663
01:29;33;1190;19;3632
01:29;32,5;1170;17;3235
01:30;33;1140;14;3398
01:30;33;1160;16;3150
01:30;33;1190;19;3107
01:30;32,75;1210;21;3137
01:31;33;1240;24;3120
01:31;33;1260;26;3364
01:31;33;1290;29;3102
01:31;33,25;1310;31;3130
01:32;33,25;1340;34;3381
01:32;33,25;1360;36;3131
01:32;33,5;1390;39;3153
01:32;33;1410;41;3139
01:33;33,25;1440;44;3123
01:33;33,25;1460;46;3287
01:33;33,25;1490;49;3213
01:33;33,25;1510;51;3118
01:34;33;1540;54;3274
01:34;33,25;1560;56;3138
01:34;33;1590;59;3143
01:34;33,25;1590;59;3275
01:35;33,25;1560;56;3183
01:35;33,5;1540;54;3207
01:35;33,5;1510;51;3468
01:35;33;1490;49;3719
01:36;33,25;1460;46;3197
01:36;33,5;1440;44;3208
01:36;33;1410;41;3116
01:36;33,75;1390;39;3403
01:37;33,25;1360;36;3381
01:37;33;1340;34;3184
01:37;33,25;1310;31;3232
01:37;33,25;1290;29;3266
01:38;33,5;1260;26;3746
01:38;33,5;1240;24;3831
01:38;33,75;1210;21;3200
01:38;33,25;1190;19;3231
01:39;33,5;1160;16;3445
01:39;33,5;1140;14;3814
01:39;33,25;1170;17;3182
01:39;33,5;1190;19;3376
01:40;33,5;1220;22;3196
01:40;33,5;1240;24;3140
01:40;33,5;1270;27;3303
01:40;33,5;1300;30;3137
01:41;33,25;1330;33;3146
01:41;33,5;1360;36;3152
01:41;33,75;1380;38;3363
01:42;33,5;1410;41;3120
01:42;33,5;1430;43;3120
01:42;33,75;1460;46;3189
01:42;33,75;1480;48;3140
01:43;33,75;1510;51;3093
01:43;33,5;1530;53;3199
01:43;34;1560;56;3079
01:43;33,75;1580;58;3178
01:44;34;1590;59;3159
01:44;33,25;1570;57;3165
01:44;33,75;1540;54;3222
01:44;33,75;1520;52;3328
01:45;33,5;1490;49;3062
01:45;33;1470;47;3291
01:45;33,5;1440;44;3212
01:45;33,75;1420;42;3217
01:46;34;1390;39;3530
01:46;33,75;1370;37;3837
01:46;33,75;1340;34;3230
01:46;34,25;1320;32;3211
01:47;34;1290;29;3289
01:47;34,25;1270;27;3450
01:47;34;1240;24;3547
01:47;34;1220;22;3210
01:48;34;1190;19;3212
01:48;33,75;1170;17;3230
01:48;33,75;1140;14;3791
01:48;33,75;1160;16;3131
01:49;34;1190;19;3429
01:49;34;1210;21;3151
01:49;33,5;1240;24;3121
01:49;33,75;1260;26;3200
01:50;33,75;1290;29;3141
01:50;34;1310;31;3206
01:50;33,75;1340;34;3251
01:50;33,75;1360;36;3137
01:51;34,25;1390;39;3154
01:51;33,5;1410;41;3122
01:51;34,25;1440;44;3125
01:51;33,75;1460;46;3297
01:52;34;1490;49;3121
01:52;34;1510;51;3122
01:52;34;1540;54;3344
01:53;33,5;1560;56;3136
01:53;34,25;1590;59;3104
01:53;34;1590;59;3164
01:53;33,75;1560;56;3174
01:54;34,25;1530;53;3191
01:54;34,25;1510;51;3661
01:54;34;1480;48;3654
01:54;34;1460;46;3035
01:55;34;1430;43;3207
01:55;34,25;1410;41;3326
01:55;34,25;1380;38;3621
01:55;33,75;1360;36;3280
01:56;34;1330;33;3222
01:56;34,5;1310;31;3237
01:56;34,5;1280;28;3519
01:56;34;1260;26;3900
01:57;34,25;1230;23;3318
01:57;34,25;1210;21;3184
01:57;33,75;1180;18;3303
