=== Sistema Iniciado ===
res = 0.10
delay_ms = 2
desvioPWM = 1005
========================
Novo Neutro - Servo posicionado para PWM: 1500 - Ângulo: 50
Teste D iniciado (desvios periódicos).
1579,31.37,33.38,57,445.00,00:00
1508,31.12,33.13,50,443.00,00:00
1406,31.37,32.62,40,444.00,00:00
1529,31.37,32.62,52,430.00,00:00
1558,31.12,32.62,55,444.00,00:01
1435,31.37,32.37,43,442.00,00:01
1478,31.37,32.37,47,444.00,00:01
1601,31.37,32.37,60,443.00,00:01
1487,31.37,32.62,48,443.00,00:02
1426,31.12,32.62,42,443.00,00:02
1549,31.37,32.87,54,442.00,00:02
1538,30.87,32.12,53,439.00,00:02
1415,31.12,31.62,41,442.00,00:03
1498,31.12,33.63,49,445.00,00:03
1589,30.87,31.62,58,444.00,00:03
1466,31.37,32.37,46,444.00,00:03
1447,30.87,32.62,44,440.00,00:04
1571,31.12,32.62,57,446.00,00:04
1516,31.37,32.62,51,446.00,00:04
1396,31.37,32.62,39,442.00,00:04
1520,31.12,32.62,52,439.00,00:05
1568,31.12,32.87,56,441.00,00:05
1444,31.37,32.37,44,447.00,00:05
1468,31.12,33.13,46,442.00,00:05
1005,31.12,32.62,0,439.00,00:06
1005,31.12,32.37,0,445.00,00:06
1005,31.12,32.62,0,444.00,00:06
1005,31.12,32.62,0,444.00,00:06
1005,31.12,32.37,0,445.00,00:07
1005,31.12,32.62,0,444.00,00:07
1005,31.37,32.62,0,444.00,00:07
1005,31.37,32.37,0,445.00,00:07
1592,31.37,33.38,59,443.00,00:08
1495,31.12,32.37,49,442.00,00:08
1418,31.12,33.13,41,443.00,00:08
1541,31.12,32.62,54,446.00,00:08
1546,31.12,32.37,54,444.00,00:09
1423,31.12,32.37,42,443.00,00:09
1490,31.12,33.88,49,442.00,00:09
1596,31.12,32.62,59,444.00,00:09
1473,31.37,32.62,47,442.00,00:10
1439,31.37,32.12,43,443.00,00:10
1563,31.12,31.87,56,443.00,00:10
1525,31.37,32.62,52,444.00,00:10
1401,31.12,31.87,40,444.00,00:11
1511,31.12,32.12,51,443.00,00:11
1576,31.37,32.37,57,441.00,00:11
1453,31.37,32.37,45,446.00,00:11
1460,31.12,32.87,46,446.00,00:12
1583,31.37,32.37,58,443.00,00:12
1504,31.12,31.87,50,442.00,00:12
1409,31.12,32.37,40,445.00,00:12
1532,31.12,32.62,53,444.00,00:13
1555,31.37,32.62,55,442.00,00:13
1432,31.12,32.37,43,441.00,00:13
1481,31.37,31.87,48,444.00,00:13
1005,31.37,34.13,0,441.00,00:14
1005,31.12,32.62,0,443.00,00:14
1005,31.12,32.37,0,446.00,00:14
1005,31.12,32.37,0,445.00,00:14
1005,31.12,32.62,0,445.00,00:15
1005,31.12,32.12,0,445.00,00:15
1005,31.37,32.37,0,445.00,00:15
1005,31.12,32.62,0,445.00,00:15
1605,31.12,32.62,60,443.00,00:16
1482,31.37,32.87,48,445.00,00:16
1431,31.12,31.87,43,443.00,00:16
1554,31.62,32.12,55,442.00,00:16
1533,31.12,32.37,53,440.00,00:17
1410,31.12,32.87,41,442.00,00:17
1503,30.87,32.37,50,444.00,00:17
1584,31.37,32.87,58,442.00,00:17
1461,31.37,33.38,46,443.00,00:18
1452,31.37,32.37,45,441.00,00:18
1575,31.12,32.12,57,447.00,00:18
1512,31.37,32.87,51,441.00,00:18
1401,31.12,32.62,40,445.00,00:19
1525,31.37,32.62,52,444.00,00:19
1562,31.37,32.62,56,439.00,00:19
1439,31.37,32.87,43,441.00,00:19
1474,31.37,32.62,47,443.00,00:20
1597,31.37,32.62,59,445.00,00:20
1490,31.12,33.38,49,442.00,00:20
1423,31.37,32.62,42,433.00,00:20
1546,31.37,33.63,54,444.00,00:21
1541,31.37,32.12,54,443.00,00:21
1418,31.12,32.62,41,441.00,00:21
1495,31.12,32.87,49,443.00,00:21
1005,31.37,32.12,0,438.00,00:22
1005,31.12,32.37,0,445.00,00:22
1005,31.12,32.62,0,443.00,00:22
1005,31.12,32.87,0,444.00,00:22
1005,31.12,32.37,0,444.00,00:23
1005,31.12,32.62,0,444.00,00:23
1005,31.12,32.62,0,447.00,00:23
1005,31.12,32.62,0,442.00,00:23
1591,31.37,32.62,59,438.00,00:24
1468,31.12,32.87,46,444.00,00:24
1444,31.12,32.12,44,444.00,00:24
1568,31.12,32.37,56,445.00,00:24
1519,31.12,32.12,51,443.00,00:25
1397,31.12,32.87,39,446.00,00:25
1517,31.12,31.87,51,443.00,00:25
1570,31.37,32.37,57,442.00,00:25
1447,31.37,32.37,44,441.00,00:26
1466,31.37,32.62,46,438.00,00:26
1589,31.37,32.37,58,436.00,00:26
1498,31.12,32.37,49,442.00,00:26
1415,31.12,32.12,41,444.00,00:27
1538,31.12,32.37,53,446.00,00:27
1549,31.12,32.37,54,444.00,00:27
1427,31.37,32.12,42,443.00,00:27
1486,31.12,31.87,48,443.00,00:28
1601,31.37,32.37,60,446.00,00:28
1478,31.37,33.13,47,439.00,00:28
1434,31.37,32.37,43,444.00,00:28
1557,31.37,32.37,55,444.00,00:29
1530,30.87,31.87,53,446.00,00:29
1407,31.37,32.62,40,444.00,00:29
1506,31.37,32.62,50,441.00,00:29
1005,31.37,32.37,0,440.00,00:30
1005,31.37,32.12,0,444.00,00:30
1005,31.37,32.37,0,445.00,00:30
1005,30.87,32.62,0,445.00,00:30
1005,31.37,32.62,0,445.00,00:31
1005,31.37,32.37,0,442.00,00:31
1005,31.37,32.62,0,443.00,00:31
=== Sistema Iniciado ===
res = 0.10
delay_ms = 2
desvioPWM = 1005
========================
Teste interrompido.
Novo Neutro - Servo posicionado para PWM: 1900 - Ângulo: 90
Novo Neutro - Servo posicionado para PWM: 1800 - Ângulo: 80
Novo Neutro - Servo posicionado para PWM: 1700 - Ângulo: 70
Novo Neutro - Servo posicionado para PWM: 1400 - Ângulo: 40
Teste interrompido.
Novo Neutro - Servo posicionado para PWM: 1200 - Ângulo: 20
Teste interrompido.
Novo Neutro - Servo posicionado para PWM: 1500 - Ângulo: 50
Teste interrompido.
Novo Neutro - Servo posicionado para PWM: 1500 - Ângulo: 50
Teste interrompido.
Novo Neutro - Servo posicionado para PWM: 1000 - Ângulo: 0
Teste interrompido.
Novo Neutro - Servo posicionado para PWM: 2000 - Ângulo: 100
Novo Neutro - Servo posicionado para PWM: 1600 - Ângulo: 60
Novo Neutro - Servo posicionado para PWM: 1400 - Ângulo: 40
Teste interrompido.
Novo Neutro - Servo posicionado para PWM: 1000 - Ângulo: 0
Teste interrompido.
Novo Neutro - Servo posicionado para PWM: 1000 - Ângulo: 0
Teste interrompido.
Novo Neutro - Servo posicionado para PWM: 1000 - Ângulo: 0
Teste interrompido.
Novo Neutro - Servo posicionado para PWM: 1000 - Ângulo: 0
Teste interrompido.
Novo Neutro - Servo posicionado para PWM: 2000 - Ângulo: 100
Novo Neutro - Servo posicionado para PWM: 1620 - Ângulo: 62
Novo Neutro - Servo posicionado para PWM: 1700 - Ângulo: 70
Novo Neutro - Servo posicionado para PWM: 2000 - Ângulo: 100
Novo Neutro - Servo posicionado para PWM: 1900 - Ângulo: 90
Novo Neutro - Servo posicionado para PWM: 1850 - Ângulo: 85
Novo Neutro - Servo posicionado para PWM: 1950 - Ângulo: 95
Novo Neutro - Servo posicionado para PWM: 1940 - Ângulo: 94
Novo Neutro - Servo posicionado para PWM: 1930 - Ângulo: 93
Novo Neutro - Servo posicionado para PWM: 1900 - Ângulo: 90
Novo Neutro - Servo posicionado para PWM: 1930 - Ângulo: 93
Novo Neutro - Servo posicionado para PWM: 1830 - Ângulo: 83
Novo Neutro - Servo posicionado para PWM: 1730 - Ângulo: 73
Novo Neutro - Servo posicionado para PWM: 1630 - Ângulo: 63
Novo Neutro - Servo posicionado para PWM: 1530 - Ângulo: 53
Novo Neutro - Servo posicionado para PWM: 1540 - Ângulo: 54
Novo Neutro - Servo posicionado para PWM: 1550 - Ângulo: 55
Novo Neutro - Servo posicionado para PWM: 1560 - Ângulo: 56
Novo Neutro - Servo posicionado para PWM: 1570 - Ângulo: 57
Novo Neutro - Servo posicionado para PWM: 1530 - Ângulo: 53
Novo Neutro - Servo posicionado para PWM: 1430 - Ângulo: 43
Novo Neutro - Servo posicionado para PWM: 2000 - Ângulo: 100
Novo Neutro - Servo posicionado para PWM: 1430 - Ângulo: 43
Novo Neutro - Servo posicionado para PWM: 1330 - Ângulo: 33
Novo Neutro - Servo posicionado para PWM: 1230 - Ângulo: 23
Teste interrompido.
Novo Neutro - Servo posicionado para PWM: 1230 - Ângulo: 23
Novo Neutro - Servo posicionado para PWM: 1330 - Ângulo: 33
Novo Neutro - Servo posicionado para PWM: 1430 - Ângulo: 43
Teste interrompido.
Novo Neutro - Servo posicionado para PWM: 1430 - Ângulo: 43
Novo Neutro - Servo posicionado para PWM: 1000 - Ângulo: 0
Teste interrompido.
Novo Neutro - Servo posicionado para PWM: 1500 - Ângulo: 50
Novo Neutro - Servo posicionado para PWM: 1000 - Ângulo: 0
Novo Neutro - Servo posicionado para PWM: 2000 - Ângulo: 100
